exp_id,year,month,state,district,department,scheme,budget_allocated,amount_spent,cumulative_rate,utilization_rate,project_count,pattern_type
1975,2023,7,Karnataka,Bengaluru,Water Supply,JJM,57931956.4,6655238.14,0.4722,11.49,20,healthy
1976,2023,8,Karnataka,Bengaluru,Water Supply,JJM,57931956.4,5408231.92,0.5655,9.34,9,healthy
1977,2023,9,Karnataka,Bengaluru,Water Supply,JJM,57931956.4,3701350.05,0.6294,6.39,21,healthy
1978,2023,10,Karnataka,Bengaluru,Water Supply,JJM,57931956.4,2245251.89,0.6682,3.88,9,healthy
1979,2023,11,Karnataka,Bengaluru,Water Supply,JJM,57931956.4,1263678.16,0.69,2.18,14,healthy
1980,2023,12,Karnataka,Bengaluru,Water Supply,JJM,57931956.4,681394.27,0.7018,1.18,21,healthy
1981,2023,1,Karnataka,Bengaluru,Social Welfare,PMAY,72560982.48,1447928.03,0.02,2.0,11,healthy
1982,2023,2,Karnataka,Bengaluru,Social Welfare,PMAY,72560982.48,1283096.69,0.0376,1.77,16,healthy
1983,2023,3,Karnataka,Bengaluru,Social Welfare,PMAY,72560982.48,2279753.95,0.0691,3.14,24,healthy
1984,2023,4,Karnataka,Bengaluru,Social Welfare,PMAY,72560982.48,3758227.5,0.1209,5.18,9,healthy
1985,2023,5,Karnataka,Bengaluru,Social Welfare,PMAY,72560982.48,5491338.47,0.1965,7.57,9,healthy
1986,2023,6,Karnataka,Bengaluru,Social Welfare,PMAY,72560982.48,6757507.03,0.2897,9.31,24,healthy
1987,2023,7,Karnataka,Bengaluru,Social Welfare,PMAY,72560982.48,6757507.03,0.3828,9.31,17,healthy
1988,2023,8,Karnataka,Bengaluru,Social Welfare,PMAY,72560982.48,5491338.47,0.4585,7.57,16,healthy
1989,2023,9,Karnataka,Bengaluru,Social Welfare,PMAY,72560982.48,3758227.5,0.5103,5.18,4,healthy
1990,2023,10,Karnataka,Bengaluru,Social Welfare,PMAY,72560982.48,2279753.95,0.5417,3.14,23,healthy
1991,2023,11,Karnataka,Bengaluru,Social Welfare,PMAY,72560982.48,1283096.69,0.5594,1.77,10,healthy
1992,2023,12,Karnataka,Bengaluru,Social Welfare,PMAY,72560982.48,691865.04,0.5689,0.95,18,healthy
1993,2023,1,Karnataka,Bengaluru,Rural Development,MGNREGS,87145648.35,1984724.02,0.0228,2.28,4,healthy
1994,2023,2,Karnataka,Bengaluru,Rural Development,MGNREGS,87145648.35,1758784.12,0.043,2.02,10,healthy
1995,2023,3,Karnataka,Bengaluru,Rural Development,MGNREGS,87145648.35,3124936.0,0.0788,3.59,10,healthy
1996,2023,4,Karnataka,Bengaluru,Rural Development,MGNREGS,87145648.35,5151529.81,0.1379,5.91,12,healthy
1997,2023,5,Karnataka,Bengaluru,Rural Development,MGNREGS,87145648.35,7527163.75,0.2243,8.64,6,healthy
1998,2023,6,Karnataka,Bengaluru,Rural Development,MGNREGS,87145648.35,9262743.9,0.3306,10.63,22,healthy
1999,2023,7,Karnataka,Bengaluru,Rural Development,MGNREGS,87145648.35,9262743.9,0.4369,10.63,7,healthy
2000,2023,8,Karnataka,Bengaluru,Rural Development,MGNREGS,87145648.35,7527163.75,0.5233,8.64,21,healthy
2001,2023,9,Karnataka,Bengaluru,Rural Development,MGNREGS,87145648.35,5151529.81,0.5824,5.91,9,healthy
2002,2023,10,Karnataka,Bengaluru,Rural Development,MGNREGS,87145648.35,3124936.0,0.6182,3.59,15,healthy
2003,2023,11,Karnataka,Bengaluru,Rural Development,MGNREGS,87145648.35,1758784.12,0.6384,2.02,14,healthy
2004,2023,12,Karnataka,Bengaluru,Rural Development,MGNREGS,87145648.35,948362.86,0.6493,1.09,10,healthy
2005,2023,1,Karnataka,Bengaluru,Urban Development,AMRUT,62790062.06,1786480.15,0.0285,2.85,19,healthy
2006,2023,2,Karnataka,Bengaluru,Urban Development,AMRUT,62790062.06,1583108.23,0.0537,2.52,20,healthy
2007,2023,3,Karnataka,Bengaluru,Urban Development,AMRUT,62790062.06,2812802.23,0.0985,4.48,24,healthy
2008,2023,4,Karnataka,Bengaluru,Urban Development,AMRUT,62790062.06,4636970.01,0.1723,7.38,14,healthy
2009,2023,5,Karnataka,Bengaluru,Urban Development,AMRUT,62790062.06,6775314.11,0.2802,10.79,23,healthy
2010,2023,6,Karnataka,Bengaluru,Urban Development,AMRUT,62790062.06,8337536.09,0.413,13.28,16,healthy
2011,2023,7,Karnataka,Bengaluru,Urban Development,AMRUT,62790062.06,8337536.09,0.5458,13.28,23,healthy
2012,2023,8,Karnataka,Bengaluru,Urban Development,AMRUT,62790062.06,6775314.11,0.6537,10.79,16,healthy
2013,2023,9,Karnataka,Bengaluru,Urban Development,AMRUT,62790062.06,4636970.01,0.7275,7.38,22,healthy
2014,2023,10,Karnataka,Bengaluru,Urban Development,AMRUT,62790062.06,2812802.23,0.7723,4.48,7,healthy
2015,2023,11,Karnataka,Bengaluru,Urban Development,AMRUT,62790062.06,1583108.23,0.7975,2.52,15,healthy
2016,2023,12,Karnataka,Bengaluru,Urban Development,AMRUT,62790062.06,853635.77,0.8111,1.36,15,healthy
2017,2023,1,Karnataka,Mysuru,Health,NHM,105288719.51,5020469.69,0.0477,4.77,23,normal
2018,2023,2,Karnataka,Mysuru,Health,NHM,105288719.51,6330933.92,0.1078,6.01,8,normal
2019,2023,3,Karnataka,Mysuru,Health,NHM,105288719.51,6174027.28,0.1665,5.86,22,normal
2020,2023,4,Karnataka,Mysuru,Health,NHM,105288719.51,6459401.17,0.2278,6.13,16,normal
2021,2023,5,Karnataka,Mysuru,Health,NHM,105288719.51,3848236.88,0.2643,3.65,17,normal
2022,2023,6,Karnataka,Mysuru,Health,NHM,105288719.51,6209539.18,0.3233,5.9,9,normal
2023,2023,7,Karnataka,Mysuru,Health,NHM,105288719.51,2388239.68,0.346,2.27,19,normal
2024,2023,8,Karnataka,Mysuru,Health,NHM,105288719.51,4423842.2,0.388,4.2,24,normal
2025,2023,9,Karnataka,Mysuru,Health,NHM,105288719.51,3675421.69,0.4229,3.49,21,normal
2026,2023,10,Karnataka,Mysuru,Health,NHM,105288719.51,8300143.12,0.5018,7.88,24,normal
2027,2023,11,Karnataka,Mysuru,Health,NHM,105288719.51,1946559.48,0.5203,1.85,9,normal
2028,2023,12,Karnataka,Mysuru,Health,NHM,105288719.51,8857342.19,0.6044,8.41,21,normal
2029,2023,1,Karnataka,Mysuru,Education,SSA,76325058.93,1688515.9,0.0221,2.21,8,healthy
2030,2023,2,Karnataka,Mysuru,Education,SSA,76325058.93,1496296.18,0.0417,1.96,9,healthy
2031,2023,3,Karnataka,Mysuru,Education,SSA,76325058.93,2658558.1,0.0766,3.48,14,healthy
2032,2023,4,Karnataka,Mysuru,Education,SSA,76325058.93,4382694.98,0.134,5.74,18,healthy
2033,2023,5,Karnataka,Mysuru,Education,SSA,76325058.93,6403779.85,0.2179,8.39,23,healthy
2034,2023,6,Karnataka,Mysuru,Education,SSA,76325058.93,7880335.11,0.3211,10.32,5,healthy
2035,2023,7,Karnataka,Mysuru,Education,SSA,76325058.93,7880335.11,0.4244,10.32,15,healthy
2036,2023,8,Karnataka,Mysuru,Education,SSA,76325058.93,6403779.85,0.5083,8.39,4,healthy
2037,2023,9,Karnataka,Mysuru,Education,SSA,76325058.93,4382694.98,0.5657,5.74,19,healthy
2038,2023,10,Karnataka,Mysuru,Education,SSA,76325058.93,2658558.1,0.6005,3.48,8,healthy
2039,2023,11,Karnataka,Mysuru,Education,SSA,76325058.93,1496296.18,0.6201,1.96,10,healthy
2040,2023,12,Karnataka,Mysuru,Education,SSA,76325058.93,806825.41,0.6307,1.06,16,healthy
2041,2023,1,Karnataka,Mysuru,Agriculture,PMKSY,72449859.03,2968430.46,0.041,4.1,18,normal
2042,2023,2,Karnataka,Mysuru,Agriculture,PMKSY,72449859.03,2633176.07,0.0773,3.63,22,normal
2043,2023,3,Karnataka,Mysuru,Agriculture,PMKSY,72449859.03,2971068.67,0.1183,4.1,19,normal
2044,2023,4,Karnataka,Mysuru,Agriculture,PMKSY,72449859.03,3457922.97,0.1661,4.77,21,normal
2045,2023,5,Karnataka,Mysuru,Agriculture,PMKSY,72449859.03,2092703.42,0.1949,2.89,20,normal
2046,2023,6,Karnataka,Mysuru,Agriculture,PMKSY,72449859.03,1684225.89,0.2182,2.32,7,normal
2047,2023,7,Karnataka,Mysuru,Agriculture,PMKSY,72449859.03,4549761.69,0.281,6.28,22,normal
2048,2023,8,Karnataka,Mysuru,Agriculture,PMKSY,72449859.03,4175248.56,0.3386,5.76,7,normal
2049,2023,9,Karnataka,Mysuru,Agriculture,PMKSY,72449859.03,0.0,0.3386,0.0,12,normal
2050,2023,10,Karnataka,Mysuru,Agriculture,PMKSY,72449859.03,888684.86,0.3509,1.23,21,normal
2051,2023,11,Karnataka,Mysuru,Agriculture,PMKSY,72449859.03,3994564.7,0.406,5.51,15,normal
2052,2023,12,Karnataka,Mysuru,Agriculture,PMKSY,72449859.03,3200488.19,0.4502,4.42,21,normal
2053,2023,1,Karnataka,Mysuru,Infrastructure,PMGSY,139510833.0,111172.08,0.0008,0.08,5,march_rush
2054,2023,2,Karnataka,Mysuru,Infrastructure,PMGSY,139510833.0,111172.08,0.0016,0.08,18,march_rush
2055,2023,3,Karnataka,Mysuru,Infrastructure,PMGSY,139510833.0,111172.08,0.0024,0.08,21,march_rush
2056,2023,4,Karnataka,Mysuru,Infrastructure,PMGSY,139510833.0,111172.08,0.0032,0.08,10,march_rush
2057,2023,5,Karnataka,Mysuru,Infrastructure,PMGSY,139510833.0,111172.08,0.004,0.08,17,march_rush
2058,2023,6,Karnataka,Mysuru,Infrastructure,PMGSY,139510833.0,111172.08,0.0048,0.08,7,march_rush
2059,2023,7,Karnataka,Mysuru,Infrastructure,PMGSY,139510833.0,111172.08,0.0056,0.08,24,march_rush
2060,2023,8,Karnataka,Mysuru,Infrastructure,PMGSY,139510833.0,111172.08,0.0064,0.08,11,march_rush
2061,2023,9,Karnataka,Mysuru,Infrastructure,PMGSY,139510833.0,3419843.1,0.0309,2.45,13,march_rush
2062,2023,10,Karnataka,Mysuru,Infrastructure,PMGSY,139510833.0,9301924.9,0.0976,6.67,5,march_rush
2063,2023,11,Karnataka,Mysuru,Infrastructure,PMGSY,139510833.0,9301924.9,0.1642,6.67,18,march_rush
2064,2023,12,Karnataka,Mysuru,Infrastructure,PMGSY,139510833.0,9301924.9,0.2309,6.67,12,march_rush
2065,2023,1,Karnataka,Mysuru,Water Supply,JJM,50592373.93,1045896.2,0.0207,2.07,18,healthy
2066,2023,2,Karnataka,Mysuru,Water Supply,JJM,50592373.93,926831.95,0.039,1.83,7,healthy
2067,2023,3,Karnataka,Mysuru,Water Supply,JJM,50592373.93,1646757.26,0.0715,3.25,11,healthy
2068,2023,4,Karnataka,Mysuru,Water Supply,JJM,50592373.93,2714717.71,0.1252,5.37,10,healthy
2069,2023,5,Karnataka,Mysuru,Water Supply,JJM,50592373.93,3966612.94,0.2036,7.84,22,healthy
2070,2023,6,Karnataka,Mysuru,Water Supply,JJM,50592373.93,4881217.01,0.3001,9.65,15,healthy
2071,2023,7,Karnataka,Mysuru,Water Supply,JJM,50592373.93,4881217.01,0.3966,9.65,23,healthy
2072,2023,8,Karnataka,Mysuru,Water Supply,JJM,50592373.93,3966612.94,0.475,7.84,24,healthy
2073,2023,9,Karnataka,Mysuru,Water Supply,JJM,50592373.93,2714717.71,0.5286,5.37,17,healthy
2074,2023,10,Karnataka,Mysuru,Water Supply,JJM,50592373.93,1646757.26,0.5612,3.25,9,healthy
2075,2023,11,Karnataka,Mysuru,Water Supply,JJM,50592373.93,926831.95,0.5795,1.83,23,healthy
2076,2023,12,Karnataka,Mysuru,Water Supply,JJM,50592373.93,499761.73,0.5894,0.99,8,healthy
2077,2023,1,Karnataka,Mysuru,Social Welfare,PMAY,80540745.64,1581328.22,0.0196,1.96,5,healthy
2078,2023,2,Karnataka,Mysuru,Social Welfare,PMAY,80540745.64,1401310.68,0.037,1.74,22,healthy
2079,2023,3,Karnataka,Mysuru,Social Welfare,PMAY,80540745.64,2489791.74,0.0679,3.09,15,healthy
2080,2023,4,Karnataka,Mysuru,Social Welfare,PMAY,80540745.64,4104479.7,0.1189,5.1,21,healthy
2081,2023,5,Karnataka,Mysuru,Social Welfare,PMAY,80540745.64,5997265.27,0.1934,7.45,12,healthy
2082,2023,6,Karnataka,Mysuru,Social Welfare,PMAY,80540745.64,7380088.19,0.285,9.16,23,healthy
2083,2023,7,Karnataka,Mysuru,Social Welfare,PMAY,80540745.64,7380088.19,0.3766,9.16,21,healthy
2084,2023,8,Karnataka,Mysuru,Social Welfare,PMAY,80540745.64,5997265.27,0.4511,7.45,9,healthy
2085,2023,9,Karnataka,Mysuru,Social Welfare,PMAY,80540745.64,4104479.7,0.5021,5.1,14,healthy
2086,2023,10,Karnataka,Mysuru,Social Welfare,PMAY,80540745.64,2489791.74,0.533,3.09,13,healthy
2087,2023,11,Karnataka,Mysuru,Social Welfare,PMAY,80540745.64,1401310.68,0.5504,1.74,13,healthy
2088,2023,12,Karnataka,Mysuru,Social Welfare,PMAY,80540745.64,755607.8,0.5598,0.94,22,healthy
2089,2023,1,Karnataka,Mysuru,Rural Development,MGNREGS,78881207.61,4372381.52,0.0554,5.54,11,normal
2090,2023,2,Karnataka,Mysuru,Rural Development,MGNREGS,78881207.61,3796831.01,0.1036,4.81,16,normal
2091,2023,3,Karnataka,Mysuru,Rural Development,MGNREGS,78881207.61,2437759.78,0.1345,3.09,19,normal
2092,2023,4,Karnataka,Mysuru,Rural Development,MGNREGS,78881207.61,6797153.03,0.2206,8.62,8,normal
2093,2023,5,Karnataka,Mysuru,Rural Development,MGNREGS,78881207.61,3518873.48,0.2652,4.46,22,normal
2094,2023,6,Karnataka,Mysuru,Rural Development,MGNREGS,78881207.61,4935047.23,0.3278,6.26,24,normal
2095,2023,7,Karnataka,Mysuru,Rural Development,MGNREGS,78881207.61,4794664.13,0.3886,6.08,12,normal
2096,2023,8,Karnataka,Mysuru,Rural Development,MGNREGS,78881207.61,3435799.01,0.4321,4.36,24,normal
2097,2023,9,Karnataka,Mysuru,Rural Development,MGNREGS,78881207.61,0.0,0.4321,0.0,17,normal
2098,2023,10,Karnataka,Mysuru,Rural Development,MGNREGS,78881207.61,8513021.96,0.5401,10.79,16,normal
2099,2023,11,Karnataka,Mysuru,Rural Development,MGNREGS,78881207.61,0.0,0.5401,0.0,18,normal
2100,2023,12,Karnataka,Mysuru,Rural Development,MGNREGS,78881207.61,4391545.68,0.5957,5.57,6,normal
2101,2023,1,Karnataka,Mysuru,Urban Development,AMRUT,66149617.72,1638350.53,0.0248,2.48,16,healthy
2102,2023,2,Karnataka,Mysuru,Urban Development,AMRUT,66149617.72,1451841.6,0.0467,2.19,20,healthy
2103,2023,3,Karnataka,Mysuru,Urban Development,AMRUT,66149617.72,2579573.03,0.0857,3.9,12,healthy
2104,2023,4,Karnataka,Mysuru,Urban Development,AMRUT,66149617.72,4252486.25,0.15,6.43,15,healthy
2105,2023,5,Karnataka,Mysuru,Urban Development,AMRUT,66149617.72,6213525.21,0.2439,9.39,18,healthy
2106,2023,6,Karnataka,Mysuru,Urban Development,AMRUT,66149617.72,7646212.39,0.3595,11.56,19,healthy
2107,2023,7,Karnataka,Mysuru,Urban Development,AMRUT,66149617.72,7646212.39,0.4751,11.56,14,healthy
2108,2023,8,Karnataka,Mysuru,Urban Development,AMRUT,66149617.72,6213525.21,0.569,9.39,22,healthy
2109,2023,9,Karnataka,Mysuru,Urban Development,AMRUT,66149617.72,4252486.25,0.6333,6.43,4,healthy
2110,2023,10,Karnataka,Mysuru,Urban Development,AMRUT,66149617.72,2579573.03,0.6723,3.9,6,healthy
2111,2023,11,Karnataka,Mysuru,Urban Development,AMRUT,66149617.72,1451841.6,0.6943,2.19,18,healthy
2112,2023,12,Karnataka,Mysuru,Urban Development,AMRUT,66149617.72,782854.83,0.7061,1.18,24,healthy
2113,2023,1,Karnataka,Hubli,Health,NHM,100097796.15,2230232.64,0.0223,2.23,6,healthy
2114,2023,2,Karnataka,Hubli,Health,NHM,100097796.15,1976344.18,0.042,1.97,21,healthy
2115,2023,3,Karnataka,Hubli,Health,NHM,100097796.15,3511487.84,0.0771,3.51,16,healthy
2116,2023,4,Karnataka,Hubli,Health,NHM,100097796.15,5788769.53,0.1349,5.78,10,healthy
2117,2023,5,Karnataka,Hubli,Health,NHM,100097796.15,8458267.31,0.2194,8.45,17,healthy
2118,2023,6,Karnataka,Hubli,Health,NHM,100097796.15,10408537.2,0.3234,10.4,10,healthy
2119,2023,7,Karnataka,Hubli,Health,NHM,100097796.15,10408537.2,0.4274,10.4,19,healthy
2120,2023,8,Karnataka,Hubli,Health,NHM,100097796.15,8458267.31,0.5119,8.45,12,healthy
2121,2023,9,Karnataka,Hubli,Health,NHM,100097796.15,5788769.53,0.5697,5.78,14,healthy
2122,2023,10,Karnataka,Hubli,Health,NHM,100097796.15,3511487.84,0.6048,3.51,13,healthy
2123,2023,11,Karnataka,Hubli,Health,NHM,100097796.15,1976344.18,0.6246,1.97,14,healthy
2124,2023,12,Karnataka,Hubli,Health,NHM,100097796.15,1065674.51,0.6352,1.06,21,healthy
2125,2023,1,Karnataka,Hubli,Education,SSA,86782631.81,6595751.95,0.076,7.6,17,normal
2126,2023,2,Karnataka,Hubli,Education,SSA,86782631.81,6408584.81,0.1498,7.38,10,normal
2127,2023,3,Karnataka,Hubli,Education,SSA,86782631.81,6965646.93,0.2301,8.03,8,normal
2128,2023,4,Karnataka,Hubli,Education,SSA,86782631.81,5886608.83,0.2979,6.78,24,normal
2129,2023,5,Karnataka,Hubli,Education,SSA,86782631.81,1236755.99,0.3122,1.43,13,normal
2130,2023,6,Karnataka,Hubli,Education,SSA,86782631.81,10499910.36,0.4332,12.1,9,normal
2131,2023,7,Karnataka,Hubli,Education,SSA,86782631.81,8416393.91,0.5302,9.7,12,normal
2132,2023,8,Karnataka,Hubli,Education,SSA,86782631.81,0.0,0.5302,0.0,6,normal
2133,2023,9,Karnataka,Hubli,Education,SSA,86782631.81,14363705.22,0.6957,16.55,24,normal
2134,2023,10,Karnataka,Hubli,Education,SSA,86782631.81,0.0,0.6957,0.0,15,normal
2135,2023,11,Karnataka,Hubli,Education,SSA,86782631.81,5823729.55,0.7628,6.71,12,normal
2136,2023,12,Karnataka,Hubli,Education,SSA,86782631.81,6779474.72,0.8409,7.81,6,normal
2137,2023,1,Karnataka,Hubli,Agriculture,PMKSY,61154779.09,2574302.92,0.0421,4.21,4,normal
2138,2023,2,Karnataka,Hubli,Agriculture,PMKSY,61154779.09,2884408.26,0.0893,4.72,4,normal
2139,2023,3,Karnataka,Hubli,Agriculture,PMKSY,61154779.09,2546303.76,0.1309,4.16,14,normal
2140,2023,4,Karnataka,Hubli,Agriculture,PMKSY,61154779.09,3726845.5,0.1918,6.09,7,normal
2141,2023,5,Karnataka,Hubli,Agriculture,PMKSY,61154779.09,1370129.96,0.2142,2.24,17,normal
2142,2023,6,Karnataka,Hubli,Agriculture,PMKSY,61154779.09,4318633.09,0.2849,7.06,8,normal
2143,2023,7,Karnataka,Hubli,Agriculture,PMKSY,61154779.09,3130148.42,0.336,5.12,19,normal
2144,2023,8,Karnataka,Hubli,Agriculture,PMKSY,61154779.09,0.0,0.336,0.0,6,normal
2145,2023,9,Karnataka,Hubli,Agriculture,PMKSY,61154779.09,4499905.87,0.4096,7.36,11,normal
2146,2023,10,Karnataka,Hubli,Agriculture,PMKSY,61154779.09,471845.18,0.4173,0.77,16,normal
2147,2023,11,Karnataka,Hubli,Agriculture,PMKSY,61154779.09,3243088.73,0.4704,5.3,6,normal
2148,2023,12,Karnataka,Hubli,Agriculture,PMKSY,61154779.09,4822255.18,0.5492,7.89,7,normal
2149,2023,1,Karnataka,Hubli,Infrastructure,PMGSY,112058170.51,181160.71,0.0016,0.16,15,march_rush
2150,2023,2,Karnataka,Hubli,Infrastructure,PMGSY,112058170.51,181160.71,0.0032,0.16,13,march_rush
2151,2023,3,Karnataka,Hubli,Infrastructure,PMGSY,112058170.51,181160.71,0.0049,0.16,8,march_rush
2152,2023,4,Karnataka,Hubli,Infrastructure,PMGSY,112058170.51,181160.71,0.0065,0.16,16,march_rush
2153,2023,5,Karnataka,Hubli,Infrastructure,PMGSY,112058170.51,181160.71,0.0081,0.16,8,march_rush
2154,2023,6,Karnataka,Hubli,Infrastructure,PMGSY,112058170.51,181160.71,0.0097,0.16,24,march_rush
2155,2023,7,Karnataka,Hubli,Infrastructure,PMGSY,112058170.51,181160.71,0.0113,0.16,8,march_rush
2156,2023,8,Karnataka,Hubli,Infrastructure,PMGSY,112058170.51,181160.71,0.0129,0.16,6,march_rush
2157,2023,9,Karnataka,Hubli,Infrastructure,PMGSY,112058170.51,11186673.78,0.1128,9.98,20,march_rush
2158,2023,10,Karnataka,Hubli,Infrastructure,PMGSY,112058170.51,30752030.35,0.3872,27.44,22,march_rush
2159,2023,11,Karnataka,Hubli,Infrastructure,PMGSY,112058170.51,30752030.35,0.6616,27.44,4,march_rush
2160,2023,12,Karnataka,Hubli,Infrastructure,PMGSY,112058170.51,30752030.35,0.936,27.44,23,march_rush
2161,2023,1,Karnataka,Hubli,Water Supply,JJM,55385321.39,1292459.29,0.0233,2.33,15,healthy
2162,2023,2,Karnataka,Hubli,Water Supply,JJM,55385321.39,1145326.43,0.044,2.07,10,healthy
2163,2023,3,Karnataka,Hubli,Water Supply,JJM,55385321.39,2034969.36,0.0808,3.67,24,healthy
2164,2023,4,Karnataka,Hubli,Water Supply,JJM,55385321.39,3354694.4,0.1413,6.06,8,healthy
2165,2023,5,Karnataka,Hubli,Water Supply,JJM,55385321.39,4901715.61,0.2298,8.85,17,healthy
2166,2023,6,Karnataka,Hubli,Water Supply,JJM,55385321.39,6031931.53,0.3387,10.89,23,healthy
2167,2023,7,Karnataka,Hubli,Water Supply,JJM,55385321.39,6031931.53,0.4476,10.89,18,healthy
2168,2023,8,Karnataka,Hubli,Water Supply,JJM,55385321.39,4901715.61,0.5361,8.85,10,healthy
2169,2023,9,Karnataka,Hubli,Water Supply,JJM,55385321.39,3354694.4,0.5967,6.06,6,healthy
2170,2023,10,Karnataka,Hubli,Water Supply,JJM,55385321.39,2034969.36,0.6335,3.67,7,healthy
2171,2023,11,Karnataka,Hubli,Water Supply,JJM,55385321.39,1145326.43,0.6541,2.07,8,healthy
2172,2023,12,Karnataka,Hubli,Water Supply,JJM,55385321.39,617577.24,0.6653,1.12,7,healthy
2173,2023,1,Karnataka,Hubli,Social Welfare,PMAY,76193915.41,1087135.56,0.0143,1.43,15,healthy
2174,2023,2,Karnataka,Hubli,Social Welfare,PMAY,76193915.41,963376.64,0.0269,1.26,17,healthy
2175,2023,3,Karnataka,Hubli,Social Welfare,PMAY,76193915.41,1711688.38,0.0494,2.25,14,healthy
2176,2023,4,Karnataka,Hubli,Social Welfare,PMAY,76193915.41,2821758.17,0.0864,3.7,8,healthy
2177,2023,5,Karnataka,Hubli,Social Welfare,PMAY,76193915.41,4123015.23,0.1405,5.41,11,healthy
2178,2023,6,Karnataka,Hubli,Social Welfare,PMAY,76193915.41,5073681.86,0.2071,6.66,12,healthy
2179,2023,7,Karnataka,Hubli,Social Welfare,PMAY,76193915.41,5073681.86,0.2737,6.66,24,healthy
2180,2023,8,Karnataka,Hubli,Social Welfare,PMAY,76193915.41,4123015.23,0.3278,5.41,6,healthy
2181,2023,9,Karnataka,Hubli,Social Welfare,PMAY,76193915.41,2821758.17,0.3648,3.7,11,healthy
2182,2023,10,Karnataka,Hubli,Social Welfare,PMAY,76193915.41,1711688.38,0.3873,2.25,21,healthy
2183,2023,11,Karnataka,Hubli,Social Welfare,PMAY,76193915.41,963376.64,0.4,1.26,23,healthy
2184,2023,12,Karnataka,Hubli,Social Welfare,PMAY,76193915.41,519467.18,0.4068,0.68,23,healthy
2185,2023,1,Karnataka,Hubli,Rural Development,MGNREGS,90426810.01,1351918.52,0.015,1.5,4,healthy
2186,2023,2,Karnataka,Hubli,Rural Development,MGNREGS,90426810.01,1198016.86,0.0282,1.32,13,healthy
2187,2023,3,Karnataka,Hubli,Rural Development,MGNREGS,90426810.01,2128587.56,0.0517,2.35,10,healthy
2188,2023,4,Karnataka,Hubli,Rural Development,MGNREGS,90426810.01,3509026.2,0.0905,3.88,20,healthy
2189,2023,5,Karnataka,Hubli,Rural Development,MGNREGS,90426810.01,5127217.7,0.1472,5.67,23,healthy
2190,2023,6,Karnataka,Hubli,Rural Development,MGNREGS,90426810.01,6309428.89,0.217,6.98,20,healthy
2191,2023,7,Karnataka,Hubli,Rural Development,MGNREGS,90426810.01,6309428.89,0.2868,6.98,10,healthy
2192,2023,8,Karnataka,Hubli,Rural Development,MGNREGS,90426810.01,5127217.7,0.3435,5.67,16,healthy
2193,2023,9,Karnataka,Hubli,Rural Development,MGNREGS,90426810.01,3509026.2,0.3823,3.88,13,healthy
2194,2023,10,Karnataka,Hubli,Rural Development,MGNREGS,90426810.01,2128587.56,0.4058,2.35,24,healthy
2195,2023,11,Karnataka,Hubli,Rural Development,MGNREGS,90426810.01,1198016.86,0.4191,1.32,5,healthy
2196,2023,12,Karnataka,Hubli,Rural Development,MGNREGS,90426810.01,645988.71,0.4262,0.71,11,healthy
2197,2023,1,Karnataka,Hubli,Urban Development,AMRUT,63502457.7,1497386.92,0.0236,2.36,11,healthy
2198,2023,2,Karnataka,Hubli,Urban Development,AMRUT,63502457.7,1326925.21,0.0445,2.09,19,healthy
2199,2023,3,Karnataka,Hubli,Urban Development,AMRUT,63502457.7,2357626.67,0.0816,3.71,24,healthy
2200,2023,4,Karnataka,Hubli,Urban Development,AMRUT,63502457.7,3886602.5,0.1428,6.12,23,healthy
2201,2023,5,Karnataka,Hubli,Urban Development,AMRUT,63502457.7,5678913.76,0.2322,8.94,6,healthy
2202,2023,6,Karnataka,Hubli,Urban Development,AMRUT,63502457.7,6988332.59,0.3423,11.0,20,healthy
2203,2023,7,Karnataka,Hubli,Urban Development,AMRUT,63502457.7,6988332.59,0.4523,11.0,4,healthy
2204,2023,8,Karnataka,Hubli,Urban Development,AMRUT,63502457.7,5678913.76,0.5418,8.94,15,healthy
2205,2023,9,Karnataka,Hubli,Urban Development,AMRUT,63502457.7,3886602.5,0.603,6.12,14,healthy
2206,2023,10,Karnataka,Hubli,Urban Development,AMRUT,63502457.7,2357626.67,0.6401,3.71,8,healthy
2207,2023,11,Karnataka,Hubli,Urban Development,AMRUT,63502457.7,1326925.21,0.661,2.09,16,healthy
2208,2023,12,Karnataka,Hubli,Urban Development,AMRUT,63502457.7,715498.04,0.6723,1.13,22,healthy
2209,2023,1,Karnataka,Mangaluru,Health,NHM,93135114.35,5049131.8,0.0542,5.42,20,normal
2210,2023,2,Karnataka,Mangaluru,Health,NHM,93135114.35,5234361.96,0.1104,5.62,17,normal
2211,2023,3,Karnataka,Mangaluru,Health,NHM,93135114.35,5809431.16,0.1728,6.24,17,normal
2212,2023,4,Karnataka,Mangaluru,Health,NHM,93135114.35,4509542.55,0.2212,4.84,16,normal
2213,2023,5,Karnataka,Mangaluru,Health,NHM,93135114.35,776179.97,0.2295,0.83,6,normal
2214,2023,6,Karnataka,Mangaluru,Health,NHM,93135114.35,4629849.42,0.2793,4.97,24,normal
2215,2023,7,Karnataka,Mangaluru,Health,NHM,93135114.35,5916452.73,0.3428,6.35,21,normal
2216,2023,8,Karnataka,Mangaluru,Health,NHM,93135114.35,2495754.54,0.3696,2.68,21,normal
2217,2023,9,Karnataka,Mangaluru,Health,NHM,93135114.35,4518243.62,0.4181,4.85,23,normal
2218,2023,10,Karnataka,Mangaluru,Health,NHM,93135114.35,12786883.15,0.5554,13.73,8,normal
