release_id,year,month,state,district,department,scheme,from_level,to_level,from_entity,to_entity,amount_released,amount_received,absorption_ratio,gap_amount
5893,2023,10,Uttar Pradesh,Agra,Rural Development,MGNREGS,Central,State,Central Government,Uttar Pradesh,5983528.59,5763334.74,0.9632,220193.85
5894,2023,10,Uttar Pradesh,Agra,Rural Development,MGNREGS,State,District,Uttar Pradesh,Agra,5725903.45,5126401.36,0.8953,599502.09
5895,2023,10,Uttar Pradesh,Agra,Rural Development,MGNREGS,District,Department,Agra,Rural Development - MGNREGS,4980262.11,4303942.52,0.8642,676319.59
5896,2023,10,Uttar Pradesh,Agra,Social Welfare,PMAY,Central,State,Central Government,Uttar Pradesh,4741651.24,3086814.96,0.651,1654836.28
5897,2023,10,Uttar Pradesh,Agra,Social Welfare,PMAY,State,District,Uttar Pradesh,Agra,3085579.77,2014575.03,0.6529,1071004.74
5898,2023,10,Uttar Pradesh,Agra,Social Welfare,PMAY,District,Department,Agra,Social Welfare - PMAY,1961213.87,1433255.1,0.7308,527958.77
5899,2023,10,Uttar Pradesh,Agra,Urban Development,AMRUT,Central,State,Central Government,Uttar Pradesh,4063759.13,3980452.07,0.9795,83307.06
5900,2023,10,Uttar Pradesh,Agra,Urban Development,AMRUT,State,District,Uttar Pradesh,Agra,3807816.32,3654742.1,0.9598,153074.22
5901,2023,10,Uttar Pradesh,Agra,Urban Development,AMRUT,District,Department,Agra,Urban Development - AMRUT,3504374.22,3287803.89,0.9382,216570.33
5902,2023,10,Uttar Pradesh,Agra,Water Supply,JJM,Central,State,Central Government,Uttar Pradesh,3802542.14,3762235.19,0.9894,40306.95
5903,2023,10,Uttar Pradesh,Agra,Water Supply,JJM,State,District,Uttar Pradesh,Agra,3761259.46,3315550.21,0.8815,445709.25
5904,2023,10,Uttar Pradesh,Agra,Water Supply,JJM,District,Department,Agra,Water Supply - JJM,3270122.0,2791376.14,0.8536,478745.86
5905,2023,10,Uttar Pradesh,Ghaziabad,Agriculture,PMKSY,Central,State,Central Government,Uttar Pradesh,4141425.26,2770613.5,0.669,1370811.76
5906,2023,10,Uttar Pradesh,Ghaziabad,Agriculture,PMKSY,State,District,Uttar Pradesh,Ghaziabad,2765832.2,2183347.94,0.7894,582484.26
5907,2023,10,Uttar Pradesh,Ghaziabad,Agriculture,PMKSY,District,Department,Ghaziabad,Agriculture - PMKSY,2095351.14,1308127.72,0.6243,787223.42
5908,2023,10,Uttar Pradesh,Ghaziabad,Education,SSA,Central,State,Central Government,Uttar Pradesh,4942211.56,3671074.75,0.7428,1271136.81
5909,2023,10,Uttar Pradesh,Ghaziabad,Education,SSA,State,District,Uttar Pradesh,Ghaziabad,3592092.43,2370421.79,0.6599,1221670.64
5910,2023,10,Uttar Pradesh,Ghaziabad,Education,SSA,District,Department,Ghaziabad,Education - SSA,2341576.46,1513595.02,0.6464,827981.44
5911,2023,10,Uttar Pradesh,Ghaziabad,Health,NHM,Central,State,Central Government,Uttar Pradesh,6192688.41,3925545.18,0.6339,2267143.23
5912,2023,10,Uttar Pradesh,Ghaziabad,Health,NHM,State,District,Uttar Pradesh,Ghaziabad,3814913.74,2446122.69,0.6412,1368791.05
5913,2023,10,Uttar Pradesh,Ghaziabad,Health,NHM,District,Department,Ghaziabad,Health - NHM,2423852.53,1145512.71,0.4726,1278339.82
5914,2023,10,Uttar Pradesh,Ghaziabad,Infrastructure,PMGSY,Central,State,Central Government,Uttar Pradesh,8098290.74,7707143.3,0.9517,391147.44
5915,2023,10,Uttar Pradesh,Ghaziabad,Infrastructure,PMGSY,State,District,Uttar Pradesh,Ghaziabad,7385270.27,5948835.2,0.8055,1436435.07
5916,2023,10,Uttar Pradesh,Ghaziabad,Infrastructure,PMGSY,District,Department,Ghaziabad,Infrastructure - PMGSY,5786448.45,4976924.31,0.8601,809524.14
5917,2023,10,Uttar Pradesh,Ghaziabad,Rural Development,MGNREGS,Central,State,Central Government,Uttar Pradesh,6037412.46,5853271.38,0.9695,184141.08
5918,2023,10,Uttar Pradesh,Ghaziabad,Rural Development,MGNREGS,State,District,Uttar Pradesh,Ghaziabad,5716656.22,4761974.63,0.833,954681.59
5919,2023,10,Uttar Pradesh,Ghaziabad,Rural Development,MGNREGS,District,Department,Ghaziabad,Rural Development - MGNREGS,4664042.0,4094096.07,0.8778,569945.93
5920,2023,10,Uttar Pradesh,Ghaziabad,Social Welfare,PMAY,Central,State,Central Government,Uttar Pradesh,4532988.72,3087418.62,0.6811,1445570.1
5921,2023,10,Uttar Pradesh,Ghaziabad,Social Welfare,PMAY,State,District,Uttar Pradesh,Ghaziabad,2934945.01,2133411.53,0.7269,801533.48
5922,2023,10,Uttar Pradesh,Ghaziabad,Social Welfare,PMAY,District,Department,Ghaziabad,Social Welfare - PMAY,2121329.42,1486203.39,0.7006,635126.03
5923,2023,10,Uttar Pradesh,Ghaziabad,Urban Development,AMRUT,Central,State,Central Government,Uttar Pradesh,4724578.36,4279050.62,0.9057,445527.74
5924,2023,10,Uttar Pradesh,Ghaziabad,Urban Development,AMRUT,State,District,Uttar Pradesh,Ghaziabad,4258297.46,4051344.2,0.9514,206953.26
5925,2023,10,Uttar Pradesh,Ghaziabad,Urban Development,AMRUT,District,Department,Ghaziabad,Urban Development - AMRUT,3912432.02,3592003.84,0.9181,320428.18
5926,2023,10,Uttar Pradesh,Ghaziabad,Water Supply,JJM,Central,State,Central Government,Uttar Pradesh,3027126.66,2452275.31,0.8101,574851.35
5927,2023,10,Uttar Pradesh,Ghaziabad,Water Supply,JJM,State,District,Uttar Pradesh,Ghaziabad,2437653.44,1843841.06,0.7564,593812.38
5928,2023,10,Uttar Pradesh,Ghaziabad,Water Supply,JJM,District,Department,Ghaziabad,Water Supply - JJM,1803596.51,1114622.64,0.618,688973.87
5929,2023,10,Uttar Pradesh,Kanpur,Agriculture,PMKSY,Central,State,Central Government,Uttar Pradesh,4077799.7,2912364.55,0.7142,1165435.15
5930,2023,10,Uttar Pradesh,Kanpur,Agriculture,PMKSY,State,District,Uttar Pradesh,Kanpur,2882107.56,2180314.37,0.7565,701793.19
5931,2023,10,Uttar Pradesh,Kanpur,Agriculture,PMKSY,District,Department,Kanpur,Agriculture - PMKSY,2170569.73,1307117.09,0.6022,863452.64
5932,2023,10,Uttar Pradesh,Kanpur,Education,SSA,Central,State,Central Government,Uttar Pradesh,5818565.94,4764823.65,0.8189,1053742.29
5933,2023,10,Uttar Pradesh,Kanpur,Education,SSA,State,District,Uttar Pradesh,Kanpur,4714626.34,3033390.59,0.6434,1681235.75
5934,2023,10,Uttar Pradesh,Kanpur,Education,SSA,District,Department,Kanpur,Education - SSA,2894048.62,1745400.72,0.6031,1148647.9
5935,2023,10,Uttar Pradesh,Kanpur,Health,NHM,Central,State,Central Government,Uttar Pradesh,6161965.07,3859238.72,0.6263,2302726.35
5936,2023,10,Uttar Pradesh,Kanpur,Health,NHM,State,District,Uttar Pradesh,Kanpur,3856713.56,2049843.26,0.5315,1806870.3
5937,2023,10,Uttar Pradesh,Kanpur,Health,NHM,District,Department,Kanpur,Health - NHM,1981368.89,1101839.24,0.5561,879529.65
5938,2023,10,Uttar Pradesh,Kanpur,Infrastructure,PMGSY,Central,State,Central Government,Uttar Pradesh,9433824.45,8979114.11,0.9518,454710.34
5939,2023,10,Uttar Pradesh,Kanpur,Infrastructure,PMGSY,State,District,Uttar Pradesh,Kanpur,8890725.58,7606015.73,0.8555,1284709.85
5940,2023,10,Uttar Pradesh,Kanpur,Infrastructure,PMGSY,District,Department,Kanpur,Infrastructure - PMGSY,7467173.33,6463585.23,0.8656,1003588.1
5941,2023,10,Uttar Pradesh,Kanpur,Rural Development,MGNREGS,Central,State,Central Government,Uttar Pradesh,5861543.84,5147607.8,0.8782,713936.04
5942,2023,10,Uttar Pradesh,Kanpur,Rural Development,MGNREGS,State,District,Uttar Pradesh,Kanpur,4933910.9,4045806.94,0.82,888103.96
5943,2023,10,Uttar Pradesh,Kanpur,Rural Development,MGNREGS,District,Department,Kanpur,Rural Development - MGNREGS,3988809.21,3235323.15,0.8111,753486.06
5944,2023,10,Uttar Pradesh,Kanpur,Social Welfare,PMAY,Central,State,Central Government,Uttar Pradesh,5196502.0,3656258.81,0.7036,1540243.19
5945,2023,10,Uttar Pradesh,Kanpur,Social Welfare,PMAY,State,District,Uttar Pradesh,Kanpur,3575890.56,2473085.91,0.6916,1102804.65
5946,2023,10,Uttar Pradesh,Kanpur,Social Welfare,PMAY,District,Department,Kanpur,Social Welfare - PMAY,2432857.95,1479907.49,0.6083,952950.46
5947,2023,10,Uttar Pradesh,Kanpur,Urban Development,AMRUT,Central,State,Central Government,Uttar Pradesh,4514205.85,4265473.11,0.9449,248732.74
5948,2023,10,Uttar Pradesh,Kanpur,Urban Development,AMRUT,State,District,Uttar Pradesh,Kanpur,4124065.17,3710009.03,0.8996,414056.14
5949,2023,10,Uttar Pradesh,Kanpur,Urban Development,AMRUT,District,Department,Kanpur,Urban Development - AMRUT,3536942.32,3228167.26,0.9127,308775.06
5950,2023,10,Uttar Pradesh,Kanpur,Water Supply,JJM,Central,State,Central Government,Uttar Pradesh,3898379.58,3551033.96,0.9109,347345.62
5951,2023,10,Uttar Pradesh,Kanpur,Water Supply,JJM,State,District,Uttar Pradesh,Kanpur,3385031.28,3275017.76,0.9675,110013.52
5952,2023,10,Uttar Pradesh,Kanpur,Water Supply,JJM,District,Department,Kanpur,Water Supply - JJM,3222809.48,2833494.09,0.8792,389315.39
5953,2023,10,Uttar Pradesh,Lucknow,Agriculture,PMKSY,Central,State,Central Government,Uttar Pradesh,4149864.3,3262208.33,0.7861,887655.97
5954,2023,10,Uttar Pradesh,Lucknow,Agriculture,PMKSY,State,District,Uttar Pradesh,Lucknow,3226317.87,2277780.42,0.706,948537.45
5955,2023,10,Uttar Pradesh,Lucknow,Agriculture,PMKSY,District,Department,Lucknow,Agriculture - PMKSY,2212850.33,1331472.04,0.6017,881378.29
5956,2023,10,Uttar Pradesh,Lucknow,Education,SSA,Central,State,Central Government,Uttar Pradesh,5312849.06,5217749.06,0.9821,95100.0
5957,2023,10,Uttar Pradesh,Lucknow,Education,SSA,State,District,Uttar Pradesh,Lucknow,5009861.92,4939723.85,0.986,70138.07
5958,2023,10,Uttar Pradesh,Lucknow,Education,SSA,District,Department,Lucknow,Education - SSA,4918713.2,4768692.45,0.9695,150020.75
5959,2023,10,Uttar Pradesh,Lucknow,Health,NHM,Central,State,Central Government,Uttar Pradesh,6443337.25,4699770.19,0.7294,1743567.06
5960,2023,10,Uttar Pradesh,Lucknow,Health,NHM,State,District,Uttar Pradesh,Lucknow,4522280.12,2965711.3,0.6558,1556568.82
5961,2023,10,Uttar Pradesh,Lucknow,Health,NHM,District,Department,Lucknow,Health - NHM,2939468.95,1345394.94,0.4577,1594074.01
5962,2023,10,Uttar Pradesh,Lucknow,Infrastructure,PMGSY,Central,State,Central Government,Uttar Pradesh,9074280.43,8686808.66,0.9573,387471.77
5963,2023,10,Uttar Pradesh,Lucknow,Infrastructure,PMGSY,State,District,Uttar Pradesh,Lucknow,8381043.66,7653569.07,0.9132,727474.59
5964,2023,10,Uttar Pradesh,Lucknow,Infrastructure,PMGSY,District,Department,Lucknow,Infrastructure - PMGSY,7272469.99,5687798.78,0.7821,1584671.21
5965,2023,10,Uttar Pradesh,Lucknow,Rural Development,MGNREGS,Central,State,Central Government,Uttar Pradesh,5521802.21,4864707.75,0.881,657094.46
5966,2023,10,Uttar Pradesh,Lucknow,Rural Development,MGNREGS,State,District,Uttar Pradesh,Lucknow,4789266.17,4279209.32,0.8935,510056.85
5967,2023,10,Uttar Pradesh,Lucknow,Rural Development,MGNREGS,District,Department,Lucknow,Rural Development - MGNREGS,4081827.75,3331995.99,0.8163,749831.76
5968,2023,10,Uttar Pradesh,Lucknow,Social Welfare,PMAY,Central,State,Central Government,Uttar Pradesh,4144948.51,2832657.81,0.6834,1312290.7
5969,2023,10,Uttar Pradesh,Lucknow,Social Welfare,PMAY,State,District,Uttar Pradesh,Lucknow,2803229.66,1947964.29,0.6949,855265.37
5970,2023,10,Uttar Pradesh,Lucknow,Social Welfare,PMAY,District,Department,Lucknow,Social Welfare - PMAY,1859666.17,1250997.43,0.6727,608668.74
5971,2023,10,Uttar Pradesh,Lucknow,Urban Development,AMRUT,Central,State,Central Government,Uttar Pradesh,3911005.85,3565272.93,0.9116,345732.92
5972,2023,10,Uttar Pradesh,Lucknow,Urban Development,AMRUT,State,District,Uttar Pradesh,Lucknow,3429723.01,3278815.2,0.956,150907.81
5973,2023,10,Uttar Pradesh,Lucknow,Urban Development,AMRUT,District,Department,Lucknow,Urban Development - AMRUT,3266456.12,2965288.87,0.9078,301167.25
5974,2023,10,Uttar Pradesh,Lucknow,Water Supply,JJM,Central,State,Central Government,Uttar Pradesh,3551432.15,3283299.02,0.9245,268133.13
5975,2023,10,Uttar Pradesh,Lucknow,Water Supply,JJM,State,District,Uttar Pradesh,Lucknow,3209286.19,3023789.45,0.9422,185496.74
5976,2023,10,Uttar Pradesh,Lucknow,Water Supply,JJM,District,Department,Lucknow,Water Supply - JJM,3022787.49,2597179.01,0.8592,425608.48
5977,2023,10,Uttar Pradesh,Varanasi,Agriculture,PMKSY,Central,State,Central Government,Uttar Pradesh,4286215.98,3321817.38,0.775,964398.6
5978,2023,10,Uttar Pradesh,Varanasi,Agriculture,PMKSY,State,District,Uttar Pradesh,Varanasi,3293951.61,2543918.83,0.7723,750032.78
5979,2023,10,Uttar Pradesh,Varanasi,Agriculture,PMKSY,District,Department,Varanasi,Agriculture - PMKSY,2503020.7,1859994.68,0.7431,643026.02
5980,2023,10,Uttar Pradesh,Varanasi,Education,SSA,Central,State,Central Government,Uttar Pradesh,4802903.76,4717412.07,0.9822,85491.69
5981,2023,10,Uttar Pradesh,Varanasi,Education,SSA,State,District,Uttar Pradesh,Varanasi,4709819.9,4496465.06,0.9547,213354.84
5982,2023,10,Uttar Pradesh,Varanasi,Education,SSA,District,Department,Varanasi,Education - SSA,4341282.73,3749565.89,0.8637,591716.84
5983,2023,10,Uttar Pradesh,Varanasi,Health,NHM,Central,State,Central Government,Uttar Pradesh,6422282.29,3704372.42,0.5768,2717909.87
5984,2023,10,Uttar Pradesh,Varanasi,Health,NHM,State,District,Uttar Pradesh,Varanasi,3681730.99,1649415.48,0.448,2032315.51
5985,2023,10,Uttar Pradesh,Varanasi,Health,NHM,District,Department,Varanasi,Health - NHM,1588200.73,933703.21,0.5879,654497.52
5986,2023,10,Uttar Pradesh,Varanasi,Infrastructure,PMGSY,Central,State,Central Government,Uttar Pradesh,6942796.3,6052035.53,0.8717,890760.77
5987,2023,10,Uttar Pradesh,Varanasi,Infrastructure,PMGSY,State,District,Uttar Pradesh,Varanasi,5866587.66,5167877.07,0.8809,698710.59
5988,2023,10,Uttar Pradesh,Varanasi,Infrastructure,PMGSY,District,Department,Varanasi,Infrastructure - PMGSY,4950343.72,4287492.7,0.8661,662851.02
5989,2023,10,Uttar Pradesh,Varanasi,Rural Development,MGNREGS,Central,State,Central Government,Uttar Pradesh,4982591.46,4829127.64,0.9692,153463.82
5990,2023,10,Uttar Pradesh,Varanasi,Rural Development,MGNREGS,State,District,Uttar Pradesh,Varanasi,4700641.43,4022808.94,0.8558,677832.49
5991,2023,10,Uttar Pradesh,Varanasi,Rural Development,MGNREGS,District,Department,Varanasi,Rural Development - MGNREGS,3850196.01,3081696.89,0.8004,768499.12
5992,2023,10,Uttar Pradesh,Varanasi,Social Welfare,PMAY,Central,State,Central Government,Uttar Pradesh,5061272.71,3387509.82,0.6693,1673762.89
5993,2023,10,Uttar Pradesh,Varanasi,Social Welfare,PMAY,State,District,Uttar Pradesh,Varanasi,3284483.41,2384863.4,0.7261,899620.01
5994,2023,10,Uttar Pradesh,Varanasi,Social Welfare,PMAY,District,Department,Varanasi,Social Welfare - PMAY,2298493.89,1439546.72,0.6263,858947.17
5995,2023,10,Uttar Pradesh,Varanasi,Urban Development,AMRUT,Central,State,Central Government,Uttar Pradesh,4065738.29,3335531.69,0.8204,730206.6
5996,2023,10,Uttar Pradesh,Varanasi,Urban Development,AMRUT,State,District,Uttar Pradesh,Varanasi,3185506.22,2064208.03,0.648,1121298.19
5997,2023,10,Uttar Pradesh,Varanasi,Urban Development,AMRUT,District,Department,Varanasi,Urban Development - AMRUT,2060080.92,1247791.01,0.6057,812289.91
5998,2023,10,Uttar Pradesh,Varanasi,Water Supply,JJM,Central,State,Central Government,Uttar Pradesh,3344468.15,3244468.55,0.9701,99999.6
5999,2023,10,Uttar Pradesh,Varanasi,Water Supply,JJM,State,District,Uttar Pradesh,Varanasi,3223974.65,3080185.38,0.9554,143789.27
6000,2023,10,Uttar Pradesh,Varanasi,Water Supply,JJM,District,Department,Varanasi,Water Supply - JJM,3070727.49,2873586.79,0.9358,197140.7
6001,2023,11,Karnataka,Belagavi,Agriculture,PMKSY,Central,State,Central Government,Karnataka,5168030.61,5021258.54,0.9716,146772.07
6002,2023,11,Karnataka,Belagavi,Agriculture,PMKSY,State,District,Karnataka,Belagavi,4831035.64,4728134.58,0.9787,102901.06
6003,2023,11,Karnataka,Belagavi,Agriculture,PMKSY,District,Department,Belagavi,Agriculture - PMKSY,4616712.74,4461591.19,0.9664,155121.55
6004,2023,11,Karnataka,Belagavi,Education,SSA,Central,State,Central Government,Karnataka,7229912.37,7073023.27,0.9783,156889.1
6005,2023,11,Karnataka,Belagavi,Education,SSA,State,District,Karnataka,Belagavi,6878145.72,6657357.24,0.9679,220788.48
6006,2023,11,Karnataka,Belagavi,Education,SSA,District,Department,Belagavi,Education - SSA,6643987.4,5800201.0,0.873,843786.4
6007,2023,11,Karnataka,Belagavi,Health,NHM,Central,State,Central Government,Karnataka,8282301.41,8174631.49,0.987,107669.92
6008,2023,11,Karnataka,Belagavi,Health,NHM,State,District,Karnataka,Belagavi,7852011.65,7625873.71,0.9712,226137.94
6009,2023,11,Karnataka,Belagavi,Health,NHM,District,Department,Belagavi,Health - NHM,7272293.33,6994491.72,0.9618,277801.61
6010,2023,11,Karnataka,Belagavi,Infrastructure,PMGSY,Central,State,Central Government,Karnataka,9218000.98,7735746.42,0.8392,1482254.56
6011,2023,11,Karnataka,Belagavi,Infrastructure,PMGSY,State,District,Karnataka,Belagavi,7503758.77,6565788.92,0.875,937969.85
6012,2023,11,Karnataka,Belagavi,Infrastructure,PMGSY,District,Department,Belagavi,Infrastructure - PMGSY,6518159.69,5719033.31,0.8774,799126.38
6013,2023,11,Karnataka,Belagavi,Rural Development,MGNREGS,Central,State,Central Government,Karnataka,7099393.11,6894930.59,0.9712,204462.52
6014,2023,11,Karnataka,Belagavi,Rural Development,MGNREGS,State,District,Karnataka,Belagavi,6808439.06,6592611.54,0.9683,215827.52
6015,2023,11,Karnataka,Belagavi,Rural Development,MGNREGS,District,Department,Belagavi,Rural Development - MGNREGS,6410619.65,5997134.68,0.9355,413484.97
6016,2023,11,Karnataka,Belagavi,Social Welfare,PMAY,Central,State,Central Government,Karnataka,5764628.76,5630889.37,0.9768,133739.39
6017,2023,11,Karnataka,Belagavi,Social Welfare,PMAY,State,District,Karnataka,Belagavi,5562477.41,5380028.15,0.9672,182449.26
6018,2023,11,Karnataka,Belagavi,Social Welfare,PMAY,District,Department,Belagavi,Social Welfare - PMAY,5346900.03,5064583.71,0.9472,282316.32
6019,2023,11,Karnataka,Belagavi,Urban Development,AMRUT,Central,State,Central Government,Karnataka,5174458.02,5107190.07,0.987,67267.95
6020,2023,11,Karnataka,Belagavi,Urban Development,AMRUT,State,District,Karnataka,Belagavi,4994121.75,4745913.9,0.9503,248207.85
6021,2023,11,Karnataka,Belagavi,Urban Development,AMRUT,District,Department,Belagavi,Urban Development - AMRUT,4656573.92,4367400.68,0.9379,289173.24
6022,2023,11,Karnataka,Belagavi,Water Supply,JJM,Central,State,Central Government,Karnataka,5227458.71,5118204.82,0.9791,109253.89
6023,2023,11,Karnataka,Belagavi,Water Supply,JJM,State,District,Karnataka,Belagavi,5048198.36,4769537.81,0.9448,278660.55
6024,2023,11,Karnataka,Belagavi,Water Supply,JJM,District,Department,Belagavi,Water Supply - JJM,4625503.57,4483038.06,0.9692,142465.51
6025,2023,11,Karnataka,Bengaluru,Agriculture,PMKSY,Central,State,Central Government,Karnataka,5829277.19,5673052.56,0.9732,156224.63
6026,2023,11,Karnataka,Bengaluru,Agriculture,PMKSY,State,District,Karnataka,Bengaluru,5468188.43,5230322.23,0.9565,237866.2
6027,2023,11,Karnataka,Bengaluru,Agriculture,PMKSY,District,Department,Bengaluru,Agriculture - PMKSY,5138887.19,4922026.15,0.9578,216861.04
6028,2023,11,Karnataka,Bengaluru,Education,SSA,Central,State,Central Government,Karnataka,6254973.79,6131125.31,0.9802,123848.48
6029,2023,11,Karnataka,Bengaluru,Education,SSA,State,District,Karnataka,Bengaluru,6073131.16,5841744.86,0.9619,231386.3
6030,2023,11,Karnataka,Bengaluru,Education,SSA,District,Department,Bengaluru,Education - SSA,5585841.55,5296494.96,0.9482,289346.59
6031,2023,11,Karnataka,Bengaluru,Health,NHM,Central,State,Central Government,Karnataka,7352525.11,7248854.51,0.9859,103670.6
6032,2023,11,Karnataka,Bengaluru,Health,NHM,State,District,Karnataka,Bengaluru,7096157.62,6899594.05,0.9723,196563.57
6033,2023,11,Karnataka,Bengaluru,Health,NHM,District,Department,Bengaluru,Health - NHM,6875639.36,6472726.89,0.9414,402912.47
6034,2023,11,Karnataka,Bengaluru,Infrastructure,PMGSY,Central,State,Central Government,Karnataka,10631243.08,10174099.63,0.957,457143.45
6035,2023,11,Karnataka,Bengaluru,Infrastructure,PMGSY,State,District,Karnataka,Bengaluru,10104632.47,8508100.54,0.842,1596531.93
6036,2023,11,Karnataka,Bengaluru,Infrastructure,PMGSY,District,Department,Bengaluru,Infrastructure - PMGSY,8279990.11,6802011.88,0.8215,1477978.23
6037,2023,11,Karnataka,Bengaluru,Rural Development,MGNREGS,Central,State,Central Government,Karnataka,7316275.03,7237259.26,0.9892,79015.77
6038,2023,11,Karnataka,Bengaluru,Rural Development,MGNREGS,State,District,Karnataka,Bengaluru,7021701.99,6907950.42,0.9838,113751.57
6039,2023,11,Karnataka,Bengaluru,Rural Development,MGNREGS,District,Department,Bengaluru,Rural Development - MGNREGS,6627956.07,6279325.58,0.9474,348630.49
6040,2023,11,Karnataka,Bengaluru,Social Welfare,PMAY,Central,State,Central Government,Karnataka,6053992.96,5964999.26,0.9853,88993.7
6041,2023,11,Karnataka,Bengaluru,Social Welfare,PMAY,State,District,Karnataka,Bengaluru,5840006.85,5672398.65,0.9713,167608.2
6042,2023,11,Karnataka,Bengaluru,Social Welfare,PMAY,District,Department,Bengaluru,Social Welfare - PMAY,5403447.79,5028448.51,0.9306,374999.28
6043,2023,11,Karnataka,Bengaluru,Urban Development,AMRUT,Central,State,Central Government,Karnataka,5251952.01,5124854.77,0.9758,127097.24
6044,2023,11,Karnataka,Bengaluru,Urban Development,AMRUT,State,District,Karnataka,Bengaluru,5029388.72,4869957.1,0.9683,159431.62
6045,2023,11,Karnataka,Bengaluru,Urban Development,AMRUT,District,Department,Bengaluru,Urban Development - AMRUT,4775516.41,4524801.8,0.9475,250714.61
6046,2023,11,Karnataka,Bengaluru,Water Supply,JJM,Central,State,Central Government,Karnataka,4893567.58,4770739.03,0.9749,122828.55
6047,2023,11,Karnataka,Bengaluru,Water Supply,JJM,State,District,Karnataka,Bengaluru,4564895.88,4485010.2,0.9825,79885.68
6048,2023,11,Karnataka,Bengaluru,Water Supply,JJM,District,Department,Bengaluru,Water Supply - JJM,4399005.5,4087995.81,0.9293,311009.69
6049,2023,11,Karnataka,Hubli,Agriculture,PMKSY,Central,State,Central Government,Karnataka,5141386.59,5031360.92,0.9786,110025.67
6050,2023,11,Karnataka,Hubli,Agriculture,PMKSY,State,District,Karnataka,Hubli,4966640.23,4648278.59,0.9359,318361.64
6051,2023,11,Karnataka,Hubli,Agriculture,PMKSY,District,Department,Hubli,Agriculture - PMKSY,4510425.55,3916402.51,0.8683,594023.04
6052,2023,11,Karnataka,Hubli,Education,SSA,Central,State,Central Government,Karnataka,7586049.8,7372123.2,0.9718,213926.6
6053,2023,11,Karnataka,Hubli,Education,SSA,State,District,Karnataka,Hubli,7114754.72,6793167.81,0.9548,321586.91
6054,2023,11,Karnataka,Hubli,Education,SSA,District,Department,Hubli,Education - SSA,6711287.02,5844188.74,0.8708,867098.28
6055,2023,11,Karnataka,Hubli,Health,NHM,Central,State,Central Government,Karnataka,8519387.18,8295327.3,0.9737,224059.88
6056,2023,11,Karnataka,Hubli,Health,NHM,State,District,Karnataka,Hubli,7926621.75,7737175.49,0.9761,189446.26
6057,2023,11,Karnataka,Hubli,Health,NHM,District,Department,Hubli,Health - NHM,7453806.02,7163107.59,0.961,290698.43
6058,2023,11,Karnataka,Hubli,Infrastructure,PMGSY,Central,State,Central Government,Karnataka,9803039.59,8234553.26,0.84,1568486.33
6059,2023,11,Karnataka,Hubli,Infrastructure,PMGSY,State,District,Karnataka,Hubli,8017587.24,7250304.14,0.9043,767283.1
6060,2023,11,Karnataka,Hubli,Infrastructure,PMGSY,District,Department,Hubli,Infrastructure - PMGSY,7173795.63,6140769.06,0.856,1033026.57
6061,2023,11,Karnataka,Hubli,Rural Development,MGNREGS,Central,State,Central Government,Karnataka,7667061.25,7506819.67,0.9791,160241.58
6062,2023,11,Karnataka,Hubli,Rural Development,MGNREGS,State,District,Karnataka,Hubli,7354794.69,7271685.51,0.9887,83109.18
6063,2023,11,Karnataka,Hubli,Rural Development,MGNREGS,District,Department,Hubli,Rural Development - MGNREGS,7027192.27,6789673.17,0.9662,237519.1
6064,2023,11,Karnataka,Hubli,Social Welfare,PMAY,Central,State,Central Government,Karnataka,6435006.94,6369369.87,0.9898,65637.07
6065,2023,11,Karnataka,Hubli,Social Welfare,PMAY,State,District,Karnataka,Hubli,6264359.24,6033830.82,0.9632,230528.42
6066,2023,11,Karnataka,Hubli,Social Welfare,PMAY,District,Department,Hubli,Social Welfare - PMAY,5917193.98,5524292.3,0.9336,392901.68
6067,2023,11,Karnataka,Hubli,Urban Development,AMRUT,Central,State,Central Government,Karnataka,5364416.12,5215821.79,0.9723,148594.33
6068,2023,11,Karnataka,Hubli,Urban Development,AMRUT,State,District,Karnataka,Hubli,4984774.0,4772422.63,0.9574,212351.37
6069,2023,11,Karnataka,Hubli,Urban Development,AMRUT,District,Department,Hubli,Urban Development - AMRUT,4715834.94,4481929.53,0.9504,233905.41
6070,2023,11,Karnataka,Hubli,Water Supply,JJM,Central,State,Central Government,Karnataka,4639117.11,4578808.59,0.987,60308.52
6071,2023,11,Karnataka,Hubli,Water Supply,JJM,State,District,Karnataka,Hubli,4487545.52,4433694.97,0.988,53850.55
6072,2023,11,Karnataka,Hubli,Water Supply,JJM,District,Department,Hubli,Water Supply - JJM,4360580.12,4050106.82,0.9288,310473.3
6073,2023,11,Karnataka,Mangaluru,Agriculture,PMKSY,Central,State,Central Government,Karnataka,5763945.29,5524165.17,0.9584,239780.12
6074,2023,11,Karnataka,Mangaluru,Agriculture,PMKSY,State,District,Karnataka,Mangaluru,5255763.86,4580398.2,0.8715,675365.66
6075,2023,11,Karnataka,Mangaluru,Agriculture,PMKSY,District,Department,Mangaluru,Agriculture - PMKSY,4381014.15,3800967.88,0.8676,580046.27
6076,2023,11,Karnataka,Mangaluru,Education,SSA,Central,State,Central Government,Karnataka,6806787.93,6424927.13,0.9439,381860.8
6077,2023,11,Karnataka,Mangaluru,Education,SSA,State,District,Karnataka,Mangaluru,6148021.64,5762540.68,0.9373,385480.96
6078,2023,11,Karnataka,Mangaluru,Education,SSA,District,Department,Mangaluru,Education - SSA,5646177.14,4915561.82,0.8706,730615.32
